Invoice No.,Date,Customer,Branch / Warehouse,Salesman,Salesman Code,Salesman Name,Payment Mode,Gross Amount,Discount,Discount %,Tax,Round Off,Net Amount,Cost,Profit,Margin %,Quantity,Item Count,Status
AE-001268,03/04/2026,RAM KRISHNA MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OZA - SUJAL/TRANSPORT,OZA,SUJAL/TRANSPORT,CREDIT,13524.73,811.46,6,635.68,0.05,13349,12435.83,913.17,6.84,78,15,POSTED
AE-001263,03/04/2026,GUPTA MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,288.8,17.33,6,13.58,-0.05,285,288.8,-3.8,-1.33,10,1,POSTED
AE-001261,03/04/2026,ALAM PHARMA                   DHATKIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2557.27,76.72,3,124.04,0.41,2605,2311.15,293.85,11.28,13,5,POSTED
AE-001260,03/04/2026,MEDI SEVA                     ADITYAPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1282.06,64.11,5,60.9,0.15,1279,1157.94,121.06,9.47,11,5,POSTED
AE-001265,03/04/2026,BEDI MEDICALS                 TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,9946.93,497.35,5,472.48,-0.06,9922,9334.88,587.12,5.92,55,15,POSTED
AE-001259,03/04/2026,DEEPAK MEDICAL                SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,386.76,15.47,4,18.56,0.15,390,348.06,41.94,10.75,6,1,POSTED
AE-001262,03/04/2026,MEDIMITRA                     BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3406.69,170.33,5,161.82,-0.18,3398,3066.06,331.94,9.77,20,7,POSTED
AE-001257,03/04/2026,FAMOUS MEDICAL                MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,2421.17,145.27,6,113.78,0.32,2390,2354.49,35.51,1.49,12,5,POSTED
AE-001267,03/04/2026,MAHALAXMI MEDICAL STORES      TRAFFIC COLONY,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,5054.3,303.25,6,237.54,0.41,4989,4770.29,218.71,4.38,58,14,POSTED
AE-001255,03/04/2026,FAMOUS MEDICAL                MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,3498.98,209.98,6,164.46,-0.46,3453,3528.17,-75.17,-2.18,25,6,POSTED
AE-001258,03/04/2026,FAMILY CARE PHARMA            MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,3951.26,16.61,0.42,196.74,-0.43,4131,2099.18,2031.82,49.18,22,2,POSTED
AE-001253,03/04/2026,MANOJ MEDICAL HALL            BHUIYADIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,9961.21,377.28,3.79,523.34,-0.27,10107,9344.25,762.75,7.55,64,21,POSTED
AE-001250,03/04/2026,MODI DRUGS                    SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,387.87,23.27,6,18.24,0.16,383,349.08,33.92,8.86,3,2,POSTED
AE-001252,03/04/2026,RAJ MEDICINE HOUSE            TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,13567.65,519.27,3.83,709.02,-0.4,13757,13408.57,348.43,2.53,88,7,POSTED
AE-001256,03/04/2026,MEDIMITRA                     BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,5585.32,279.28,5,265.32,-0.36,5571,5086.66,484.34,8.69,45,15,POSTED
CN00019,03/04/2026,NEW KAUNTIA MEDICAL           BISTUPUR,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,4438.1,221.91,5,210.8,0.01,4427,3994.22,432.78,9.78,20,3,RETURN
AE-001249,03/04/2026,SAHU MEDICALS                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1951.86,78.11,4,93.68,-0.43,1967,1787.2,179.8,9.14,20,5,POSTED
AE-001251,03/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2645.13,132.27,5,125.64,0.5,2639,2380.6,258.4,9.79,18,8,POSTED
AE-001248,03/04/2026,ORCHID PHARMA MEDICAL SHOP    MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,10076.25,403.26,4,483.64,0.37,10157,13754.25,-3597.25,-35.42,75,1,POSTED
AE-001247,03/04/2026,P.P.PATEL MEDICAL STORE       BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3544.13,0,0,177.2,-0.33,3721,3003.58,717.42,19.28,23,5,POSTED
AE-001277,03/04/2026,KUNDU MEDICAL STORE           BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,11062.06,553.12,5,525.44,-0.38,11034,10134.94,899.06,8.15,52,15,POSTED
AE-001244,03/04/2026,G ONE MEDICAL                 DHATKIDHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,993.84,39.75,4,47.7,0.21,1002,894.06,107.94,10.77,4,2,POSTED
AE-001246,03/04/2026,MEDIWORLD                     JUGSALAI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5054.73,252.73,5,240.1,-0.1,5042,4597.45,444.55,8.82,39,16,POSTED
AE-001254,03/04/2026,KHUSH MEDICAL                 KASIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2092.36,104.62,5,99.38,-0.12,2087,1974.49,112.51,5.39,17,4,POSTED
AE-001242,03/04/2026,ALL IN ONE POLY CLINIC        ADITYAPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3078.88,153.98,5,146.24,-0.14,3071,2805.67,265.33,8.64,33,8,POSTED
AE-001241,03/04/2026,NARAYANA HRUDAYALAYA PVT LTD  TAMOLIA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,548.6,0,0,27.44,-0.04,576,493.7,82.3,14.29,10,1,POSTED
AE-001245,03/04/2026,MEDICINE POINT(KADMA)         KADMA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2994.4,119.77,4,143.74,-0.37,3018,2694.95,323.05,10.7,29,10,POSTED
AE-001239,03/04/2026,BALAJI DRUGS                  SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,834.1,50.05,6,39.2,-0.25,823,750.7,72.3,8.78,2,1,POSTED
AE-001236,03/04/2026,DISCOUNT MEDICINE MART        MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,1264.75,75.89,6,59.44,-0.3,1248,1138.25,109.75,8.79,5,1,POSTED
AE-001243,03/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1580.31,63.21,4,75.86,0.04,1593,1422.3,170.7,10.72,15,4,POSTED
AE-001238,03/04/2026,BALAJI MEDICAL                MANIFIT,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1887.97,75.48,4,90.62,-0.11,1903,1704.73,198.27,10.42,37,7,POSTED
CN00018,03/04/2026,DR.SWATI SINGH                KASIDIH,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,6812.1,340.61,5,323.58,-0.07,6795,6131.1,663.9,9.77,30,1,RETURN
AE-001240,03/04/2026,SHREE SHYAM MEDICAL           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,7730.05,424.21,5.49,497.52,-0.36,7803,6843.08,959.92,12.3,32,11,POSTED
AE-001233,03/04/2026,JEEVAN JYOTI MEDICALS         SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,342.59,10.28,3,16.62,0.07,349,311.45,37.55,10.76,1,1,POSTED
AE-001234,03/04/2026,MEDICINE CENTRE.              SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,843.04,42.2,5.01,40.04,0.12,841,927.3,-86.3,-10.26,11,1,POSTED
AE-001237,03/04/2026,SHREE SHYAM MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,7309.01,438.56,6,409.72,-0.17,7280,6608.46,671.54,9.22,58,15,POSTED
AE-001231,03/04/2026,GUPTA MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6028.1,361.68,6,317.92,-0.34,5984,5383.13,600.87,10.04,32,11,POSTED
AE-001232,03/04/2026,SONI MEDICARE                 GHATSILA,AGARWAL ENTERPRISES-FINAL,OZA - SUJAL/TRANSPORT,OZA,SUJAL/TRANSPORT,CREDIT,6136.02,306.79,5,291.48,1816.29,7937,5696.29,2240.71,28.23,10,4,POSTED
AE-001235,03/04/2026,DISCOUNT MEDICINE MART        MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,14455.65,867.36,6,838.98,-0.27,14427,13730.34,696.66,4.83,86,16,POSTED
AE-001229,03/04/2026,KAMAL PHARMACEUTICALS         SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1760.32,88.03,5,83.62,0.09,1756,1644.34,111.66,6.36,12,4,POSTED
AE-001228,03/04/2026,DAWA BAZAR(WHOLESALE)         BARADWARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3455.64,207.34,6,162.4,0.3,3411,3110.12,300.88,8.82,35,8,POSTED
AE-001230,03/04/2026,SHREE SHYAM MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,6807.36,408.41,6,319.94,0.11,6719,6226.33,492.67,7.33,39,15,POSTED
AE-001227,03/04/2026,DISCOUNT MEDICINE MART        MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2988.36,179.3,6,140.44,0.5,2950,2689.57,260.43,8.83,29,3,POSTED
CN00017,03/04/2026,BHOLA MEDICALS                SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,609.12,30.46,5,28.94,0.4,608,438.57,169.43,27.87,3,1,RETURN
AE-001223,03/04/2026,IDEAL PHARMA                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6250,375,6,293.74,0.26,6169,5625.1,543.9,8.82,30,2,POSTED
AE-001226,03/04/2026,REMEDI PHARMA                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3330.71,166.52,5,158.18,-0.37,3322,2997.67,324.33,9.76,20,6,POSTED
AE-001222,03/04/2026,LAXMI PHARMACEUTICALS         PARSUDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3179.02,190.73,6,149.42,0.29,3138,2861.19,276.81,8.82,23,8,POSTED
AE-001224,03/04/2026,WE CARE POLYCLINIC            SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,879.12,35.17,4,42.18,-0.13,886,791.16,94.84,10.7,12,2,POSTED
AE-001221,03/04/2026,REMEDI PHARMA                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,10356.42,517.83,5,491.96,0.45,10331,9320.81,1010.19,9.78,51,13,POSTED
AE-001225,03/04/2026,BIHAR MEDICAL                 BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,5423.7,271.19,5,257.62,-0.13,5410,4881.35,528.65,9.77,40,6,POSTED
AE-001220,03/04/2026,LAXMI PHARMACEUTICALS         PARSUDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,6811.18,408.66,6,320.1,0.38,6723,6132.97,590.03,8.78,36,15,POSTED
AE-001218,03/04/2026,OM SAI MEDICAL STORES         MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,1966.41,98.34,5,131.08,-0.15,1999,1935.91,63.09,3.16,12,2,POSTED
AE-001216,03/04/2026,SAI MEDICARE                  SONARI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,932.67,46.66,5,44.3,-0.31,930,917.18,12.82,1.38,10,4,POSTED
AE-001219,03/04/2026,REMEDI PHARMA                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,11792.64,589.62,5,585.28,-0.3,11788,10745.75,1042.25,8.84,48,14,POSTED
AE-001211,03/04/2026,TATA 1MG HEALTHCARE SOLUTIONS BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3748.05,262.36,7,174.28,0.03,3660,3448.25,211.75,5.79,5,1,POSTED
AE-001212,03/04/2026,CITY DRUG (REG)               DIMNA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4769.28,238.46,5,226.54,-0.36,4757,4292.46,464.54,9.77,18,1,POSTED
AE-001214,03/04/2026,TATA 1MG HEALTHCARE SOLUTIONS BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,7005.75,490.4,7,325.76,-0.11,6841,6316.98,524.02,7.66,37,8,POSTED
AE-001213,03/04/2026,REMEDI PHARMA                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,8257.24,412.88,5,392.24,0.4,8237,7511,726,8.81,44,13,POSTED
AE-001217,03/04/2026,BIHAR MEDICAL                 BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,12562.69,628.15,5,842.94,-0.48,12777,11455.47,1321.53,10.34,68,15,POSTED
AE-001210,03/04/2026,MAA DURGA MEDICAL             ADITYAPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3521.85,176.1,5,167.3,-0.05,3513,3217.26,295.74,8.42,24,10,POSTED
AE-001215,03/04/2026,OM SAI MEDICAL STORES         MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,5297.94,264.92,5,251.64,0.34,5285,4764.1,520.9,9.86,39,15,POSTED
AE-001208,03/04/2026,REMEDI PHARMA                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5993.17,299.7,5,284.68,-0.15,5978,5547.34,430.66,7.2,63,12,POSTED
AE-001207,03/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,3287.82,164.39,5,156.18,0.39,3280,3287.76,-7.76,-0.24,6,1,POSTED
AE-001209,03/04/2026,NITESH MEDICAL                TAMOLIA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1143.37,34.29,3,55.44,0.48,1165,1059.18,105.82,9.08,14,7,POSTED
AE-001205,03/04/2026,KAUNTIA MEDICALS              JADUGORA,AGARWAL ENTERPRISES-FINAL,93 - J.M.V,93,J.M.V,CREDIT,3081.16,154.09,5,146.34,-0.41,3073,2762.6,310.4,10.1,14,3,POSTED
AE-001204,03/04/2026,ALL IN ONE MEDICO             GOVINDPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2181.29,28.54,1.31,107.64,-0.39,2260,1919.35,340.65,15.07,9,4,POSTED
AE-001203,03/04/2026,REMEDI PHARMA                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5442.5,272.11,5,258.5,0.11,5429,4901.47,527.53,9.72,58,16,POSTED
AE-001206,03/04/2026,OM SAI MEDICAL STORES         MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,5898.42,294.92,5,424.1,0.4,6028,5365.28,662.72,10.99,37,16,POSTED
AE-001198,03/04/2026,NAV JYOTI MEDICALS            BARIGORA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2194.29,87.79,4,105.32,0.18,2212,2086.21,125.79,5.69,44,12,POSTED
AE-001195,03/04/2026,KHUSH MEDICAL                 KASIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,342.8,17.14,5,16.28,0.06,342,308.5,33.5,9.8,5,1,POSTED
AE-001194,03/04/2026,NEW SAINI MEDICAL             ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,866.44,43.33,5,41.16,-0.27,864,779.79,84.21,9.75,3,2,POSTED
AE-001199,03/04/2026,REMEDI PHARMA                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6729.18,336.45,5,353.12,0.15,6746,6083.31,662.69,9.82,45,15,POSTED
AE-001201,03/04/2026,USHA MEDICAL STORE            GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,5222.58,0,0,261.14,0.28,5484,4718.82,765.18,13.95,40,9,POSTED
AE-001200,03/04/2026,GOURI WELLNESS CENTRE         PERSUDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,7344.47,318.61,4.34,397.16,-0.02,7423,6674.74,748.26,10.08,64,18,POSTED
AE-001196,03/04/2026,IDEAL PHARMA                  SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1499,89.94,6,70.46,0.48,1480,1349,131,8.85,25,1,POSTED
AE-001192,03/04/2026,CITI MEDICAL                  ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,911.65,45.58,5,43.32,-0.39,909,822.82,86.18,9.48,12,5,POSTED
AE-001197,03/04/2026,OM SAI MEDICAL STORES         MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,7050.02,352.54,5,417,-0.48,7114,6461.64,652.36,9.17,57,15,POSTED
AE-001190,03/04/2026,ANAYA HEALTHCARE              SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4591.95,229.59,5,218.12,-0.48,4580,4273.78,306.22,6.69,32,11,POSTED
AE-001187,03/04/2026,MAHESHWARI MEDICAL            GOLMURI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4068.6,162.74,4,195.3,-0.16,4101,3661.8,439.2,10.71,30,1,POSTED
AE-001191,03/04/2026,GOURI WELLNESS CENTRE         PERSUDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,6139.26,306.96,5,291.62,0.08,6124,5470.83,653.17,10.67,52,14,POSTED
AE-001202,03/04/2026,THE UNIVERSAL STORES          CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2410.16,96.42,4,115.7,-0.44,2429,2489.42,-60.42,-2.49,34,5,POSTED
AE-001188,03/04/2026,PINKY MEDICAL                 BIRSANAGAR ZONE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,743.98,29.76,4,35.72,0.06,750,669.62,80.38,10.72,8,3,POSTED
AE-001189,03/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,1009.52,30.29,3,48.96,-0.19,1028,910.51,117.49,11.43,11,4,POSTED
AE-001193,03/04/2026,USHA MEDICAL STORE            GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,9772.9,0.09,0,488.66,0.47,10262,9653.09,608.91,5.93,104,15,POSTED
AE-001185,03/04/2026,IDEAL PHARMA                  SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3240.12,194.4,6,152.28,0,3198,2916.2,281.8,8.81,21,3,POSTED
AE-001181,03/04/2026,THE UNIVERSAL STORES          CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4955.6,198.22,4,237.86,-0.24,4995,4547.1,447.9,8.97,15,2,POSTED
AE-001182,03/04/2026,BALAJEE MEDICAL               HARHARUTTU,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,700.93,21.03,3,33.98,0.12,714,638.55,75.45,10.57,5,3,POSTED
AE-001183,03/04/2026,HEALTH CARE MEDICAL           GOLMURI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4264.65,213.23,5,202.58,0,4254,3846.94,407.06,9.57,25,17,POSTED
AE-001186,03/04/2026,RANI MEDICAL                  KAPALI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6987.9,419.61,6,328.42,0.29,6897,6818.74,78.26,1.13,142,15,POSTED
AE-001184,03/04/2026,LAXMI MEDICALS(MANGO)         MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3028.01,153.09,5.06,143.78,0.3,3019,2858.81,160.19,5.31,18,7,POSTED
AE-001180,03/04/2026,NEW LIFE MEDICAL              NEW RANIKUDAR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2048.39,81.94,4,98.34,0.21,2065,1841.86,223.14,10.81,17,8,POSTED
AE-001177,03/04/2026,DR.R.K.MISHRA,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,738.6,22.16,3,35.82,-0.26,752,664.72,87.28,11.61,4,1,POSTED
AE-001179,03/04/2026,CITYMED CHEMIST               MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2604.93,130.25,5,123.74,-0.42,2598,2524.55,73.45,2.83,27,13,POSTED
AE-001176,03/04/2026,KEHAR MEDICAL                 MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,3918.61,195.92,5,186.16,0.15,3909,3714.02,194.98,4.99,29,4,POSTED
AE-001178,03/04/2026,JALARAM MEDICAL HALL          CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6480.27,388.83,6,304.56,0,6396,6177.27,218.73,3.42,45,11,POSTED
AE-001174,03/04/2026,GUPTA MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,6634.95,398.14,6,311.84,0.35,6549,6317.49,231.51,3.54,73,14,POSTED
AE-001171,03/04/2026,SHREE SHYAM MEDICAL STORE     CHANDIL,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1381.32,55.24,4,66.3,-0.38,1392,1230.25,161.75,11.62,13,5,POSTED
AE-001172,03/04/2026,WE CARE POLYCLINIC            SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1717.46,68.7,4,82.44,-0.2,1731,1545.7,185.3,10.7,15,3,POSTED
AE-001173,03/04/2026,GUPTA MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1887.01,113.24,6,88.68,-0.45,1862,1705.86,156.14,8.39,35,6,POSTED
AE-001170,03/04/2026,DEEPAK MEDICAL                SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1609.13,64.37,4,77.24,0,1622,1448.18,173.82,10.72,17,6,POSTED
AE-001169,03/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,135.72,0,0,6.78,0.5,143,122.15,20.85,14.58,1,1,POSTED
AE-001175,03/04/2026,JALARAM MEDICAL HALL          CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,15466.94,928.01,6,726.96,0.11,15266,14036.08,1229.92,8.06,82,17,POSTED
AE-001167,03/04/2026,TODI MEDICAL STORES           SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,468.21,28.09,6,22,-0.12,462,468.21,-6.21,-1.34,2,2,POSTED
AE-001166,03/04/2026,SUNNY MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,4297.02,214.85,5,204.12,-0.29,4286,3867.32,418.68,9.77,20,8,POSTED
